ACAB0215,ACCOUNT BS,740,338100,338100,338100,N,1,,,,
ACAB0215,ACCOUNT BS,750,338200,338200,338200,N,1,,,,
ACAB0215,ACCOUNT BS,760,341000,341000,341000,N,1,,,,
ACAB0215,ACCOUNT BS,770,342000,342000,342000,N,1,,,,
ACAB0215,ACCOUNT BS,780,343000,343000,343000,N,1,,,,
ACAB0215,ACCOUNT BS,790,344000,344000,344000,N,1,,,,
ACAB0215,ACCOUNT BS,800,411000,411000,411000,N,1,,,,
ACAB0215,ACCOUNT BS,810,412000,412000,412000,N,1,,,,
ACAB0215,ACCOUNT BS,820,413000,413000,413000,N,1,,,,
ACAB0215,ACCOUNT BS,830,414000,414000,414000,N,1,,,,
ACAB0215,ACCOUNT BS,840,415000,415000,415000,N,1,,,,
ACAB0215,ACCOUNT BS,850,421000,421000,421000,N,1,,,,
ACAB0215,ACCOUNT BS,860,421100,421100,421100,N,1,,,,
ACAB0215,ACCOUNT BS,870,421200,421200,421200,N,1,,,,
ACAB0215,ACCOUNT BS,880,431000,431000,431000,N,1,,,,
ACAB0215,ACCOUNT BS,890,441000,441000,441000,N,1,,,,
ACAB0215,ACCOUNT BS,900,451000,451000,451000,N,1,,,,
ACAB0215,ACCOUNT BS,910,461000,461000,461000,N,1,,,,
ACAB0215,ACCOUNT BS,920,466000,466000,466000,N,1,,,,
ACAB0220,ACCOUNT PL,10,C,CASH,CASH,N,1,,,,
ACAB0220,ACCOUNT PL,10,511000,511000,511000,N,1,,,,
ACAB0220,ACCOUNT PL,20,B,BANK,BANK,N,1,,,,
ACAB0220,ACCOUNT PL,20,641210,641210,641210,N,1,,,,
ACAB0220,ACCOUNT PL,30,532000,532000,532000,N,1,,,,
ACAB0220,ACCOUNT PL,40,531000,531000,531000,N,1,,,,
ACAB0220,ACCOUNT PL,50,333300,333300,333300,N,1,,,,
ACAB0220,ACCOUNT PL,60,632000,632000,632000,N,1,,,,
ACAB0220,ACCOUNT PL,70,515000,515000,515000,N,1,,,,
ACAB0220,ACCOUNT PL,80,635000,635000,635000,N,1,,,,
ACAB0220,ACCOUNT PL,90,641000,641000,641000,N,1,,,,
ACAB0220,ACCOUNT PL,100,642000,642000,642000,N,1,,,,
ACAB0220,ACCOUNT PL,110,711000,711000,711000,N,1,,,,
ACAB0220,ACCOUNT PL,120,811000,811000,811000,N,1,,,,
ACAB0220,ACCOUNT PL,130,333400,333400,333400,N,1,,,,
ACAB0220,ACCOUNT PL,140,635100,635100,635100,N,1,,,,
ACAB0220,ACCOUNT PL,150,333200,333200,333200,N,1,,,,
ACAB0220,ACCOUNT PL,160,512000,512000,512000,N,1,,,,
ACAB0220,ACCOUNT PL,170,521000,521000,521000,N,1,,,,
